SMILES,Y1,Y2,Y3,Y4
COCCNC(=O)COC(=O)c1nsc(Cl)c1Cl,2.9176088357568886,4.651168480692616,0,0
CCOc1ccc(-c2nnn(CC(=O)Nc3cc(OC)ccc3OC)n2)cc1OCC,0.13094481000267555,6.322895354743615,0,4
N#CC1=C(N)OC2=C(C(=O)CCC2)C12CCC1(CC2)OCCO1,0.8687272777040167,0.5681446153546499,0,4
Cl.O=C(CN1CCN(C2CCCCC2)CC1)NCCC1=CCCCC1,3.170175148348242,0.9788531570931946,0,5
O=C(O)C1C2C=CC3(CN(Cc4ccccn4)C(=O)C13)O2,6.959755101714041,2.174597462867136,0,0
Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nnc1-c1cc2ccccc2cc1O,0.47568106319522574,6.608342597914535,0,4
Cc1cccc(NC(=O)N(Cc2nc3ccccc3c(=O)[nH]2)C2CCCC2)c1,6.328548771485752,9.137806496416005,0,0
CCC(c1nnnn1CCOC)N1CCN(C(=O)c2ccco2)CC1.Cl,0.057631141345424464,4.675216244910904,1,4
O=S(=O)(c1ccccc1)N1CCN(c2cc(-c3ccccc3)nc3ncnn23)CC1,2.985957703943054,4.787204887323529,1,5
O=C(CSc1n[nH]c(-c2ccccc2O)n1)N1CCCc2ccccc21,6.284386632807709,6.418317290034946,1,4
CN(C)c1ccc(N=Cc2nc(-c3ccccc3)oc2O)cc1,4.453342307700058,5.774220302591035,0,4
COc1ccc(N2CC(C(=O)OCC(=O)c3cccc(OC)c3)CC2=O)cc1,3.1082780644642707,3.0460842331744056,0,5
CCn1c(SCc2ccc(C#N)cc2)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,4.114037276641909,7.4421541930015636,1,0
CC1CCN(C(=O)CSc2nc3cccnc3n2C)CC1,6.8891777547825,1.9553211015823468,1,2
O=C(CSc1nc2ccccc2o1)Nc1nc2ccccc2s1,6.687641089719546,5.388687809092198,0,5
COc1n[nH]c2nncnc12,8.516205429224957,1.732820572797421,1,4
COc1cc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O,3.6473717933522654,5.026991101428364,1,3
Cc1cc(C)n(-c2nc(NC(C)C)nc(NC(C)C)n2)n1,5.798969916086839,0.6012023943191014,1,5
CCN(C1CCCCC1)S(=O)(=O)c1ccc(S(=O)(=O)NCc2ccncc2)cc1,0.8448757558581099,6.96986361654891,0,1
CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,4.454562589682167,7.422109366785286,1,4
CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCO1,0.6244726749625062,3.035040861935797,0,1
c1ccc(Cn2nnc3c(N4CCc5ccccc5C4)ncnc32)cc1,2.289306638969264,0.0628055495918356,1,1
Cc1cc(N2CCN(c3nc4ccccc4s3)CC2)n2ncnc2n1,8.035260437753614,4.807340515831131,0,1
CC(C)C(=O)Nc1cc2c(cc1C(=O)c1ccccc1)OCCO2,1.455257339320355,3.3890266446165365,0,5
COc1ccc(CCN2C(=O)C(O)=C(C(=O)c3ccco3)C2c2cccs2)cc1OC,5.0553051266022315,8.521253610713554,0,4
O=c1oc(-c2ccco2)nc2c1cnn2-c1ccccc1,3.1143465754980593,5.478405660135655,1,1
CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1,2.1432846436446953,8.14750865938935,0,0
Oc1ccccc1C1Nc2cccc3cccc(c23)N1,6.605931846472581,2.7913775760745985,1,0
Cc1cccc(NC(=O)Cn2c(=O)oc3ccccc32)c1,0.022015327800581908,6.050324545812595,1,4
CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.[OH-],2.1320002092549695,7.845284286680693,1,1
Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,7.1935937623309805,6.7388392535295525,1,4
CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccco3)c2=O)=C(C(=O)OCC)C1c1ccco1,8.488666897950544,2.152498506039339,1,1
Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1,6.138604749887948,4.476166153459101,0,1
COC(=O)c1ccc(Oc2cc(C)nc(-n3nc(C)cc3C)n2)cc1,9.783709949254977,6.0243462267891355,1,1
CCOCCN1CCC(OC(C)=O)C(C)C1.Cl,1.440660700279005,7.5329565702641315,1,3
CCN(CC)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccnc1,1.6560090412899042,3.984436114083575,0,2
CCC(NC(=O)Nc1cc(OC)c(OC)c(OC)c1)(C(F)(F)F)C(F)(F)F,6.096051579973919,2.8989347824308687,0,5
COc1ccc(C2CC(=O)C(C=NCCN3CCOCC3)=C(O)C2)cc1,6.753182292765366,3.238840719438495,1,1
C=CCn1c(O)c(C=NCCN(C)C)c(=O)[nH]c1=O,5.022965452425102,8.142761999672256,1,2
Cc1cc(C)c(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c(C)c1,0.6847814952610864,7.3679285467323785,1,2
CCCCn1c(O)c(C=NCCN2CCCCC2)c(=O)[nH]c1=O,7.219331853066162,6.549280239543577,0,0
Cc1cc(Oc2ccc(-c3ccccc3)cc2)nc(N2CCOCC2)n1,2.6954654282096113,7.657405721343654,0,1
COc1ccc(CC(=O)NCc2ccccn2)cc1OC,9.045085308894022,9.63124096693788,1,0
CC1CCCCN1c1nc(-c2ccncc2)nc2ccccc12,1.099764433106758,9.32831786648073,0,2
Cc1ccc(C(=O)c2cn[nH]c2-c2cc(Cl)ccc2O)cc1,8.80735413515197,1.448331544012258,0,5
COc1cccc(NC(=O)CSc2nc3c(c(-c4ccco4)c2C#N)CCCC3)c1,1.0324001507948788,7.838715121043611,1,0
Cc1cc(-c2cc(-c3ccc(Cl)cc3)nc(N)c2C#N)co1,9.155296999952725,6.87639583204001,0,1
CC(C)OC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccccc2)CC1,8.249616802971344,6.929311369664921,1,4
Cc1cccc(OCC(=O)N2CCC(N3CCCCCC3)CC2)c1,7.212763310177644,5.437456992591178,0,2
CC1(C)CC(=O)C2=C(C1)Oc1nc3ccccc3cc1C2C(C#N)C#N,1.6728090892249114,4.312986222490203,1,1
CCCCc1c(O)nc(SCCN(C)C)n(-c2ccccc2)c1=O,6.0278445463070955,3.623753914961444,0,5
COC1(OC)N=C(NC(=O)Nc2ccccc2)C2(C#N)C(c3ccccc3)C12C#N,8.884267892510765,1.9561995875227167,1,5
Cc1ccc(S(=O)(=O)NCCSc2nnnn2C)cc1,5.363923635528451,9.155691801274951,0,0
CC(=O)Nc1ccc(Nc2ncnc3c2cnn3-c2ccccc2)cc1,8.306763769268846,4.739837945497567,1,5
O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1,2.539400108017956,3.4930134477478103,0,5
CCCOc1ccc(CSC(CC(=O)O)C(=O)O)cc1,8.972736876985763,0.7986355129883327,0,5
c1ccc(-n2ncc3c(NCCCN4CCOCC4)ncnc32)cc1,7.539921819064079,9.342385549001024,1,0
CC1CCc2cccc3c2N1c1cc(C#N)c(C#N)cc1O3,8.140399438852606,2.229464181078259,0,4
N#Cc1nc(-c2cccs2)oc1NCc1ccccc1,4.514473569557765,8.723977604349646,0,3
COc1ccc(CC(=O)Nc2cccc(-c3nnc(-c4ccco4)o3)c2)cc1,3.8367155924731486,5.714708772894662,1,3
CCOC(=O)c1ccc(NC(=O)COc2ccccc2OC)cc1,2.8083769514504353,3.994083859232609,0,0
CCc1c(C(=O)O)[nH]c2ccc(Br)cc12,1.6203213015449303,0.13890865333115565,0,2
S=c1nc(-c2ccccc2)[nH]n1-c1ccccc1,1.1902660877692672,2.678993530084215,1,1
CC(=O)c1c(C(C)=O)c(C)n(NC(=O)c2ccncc2)c1C,6.888249900276898,4.481001441572911,1,3
CC1(C)CC(=O)C(CCCN2C(=O)c3ccccc3C2=O)C(=O)C1,7.538230058188963,6.397067460527475,0,2
CN(C)CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)CN(C)C)cc2)cc1.Cl,5.003907896090945,2.7014019616572025,0,0
C/C(=N\O)c1ccc2[nH]ccc2c1,7.1751831761544524,3.3238149817001714,1,1
O=C1c2ccccc2NC(c2ccc(F)cc2)N1Cc1ccco1,9.989799333707854,3.811352610831089,1,5
CCn1c(SCC(=O)Nc2ccccc2C(=O)OC)nnc1-c1ccc(N)cc1,1.259922674715107,4.701564667505704,1,0
CCOC(=O)c1[nH]c2cc3c(cc2c1NC(=O)CN1CCC2(CC1)OCCO2)OCO3,6.733481706032892,7.2445186521196305,0,1
CCOC(=O)CNS(=O)(=O)c1cc(-c2nn(C)c(=O)c3ccccc23)ccc1C,7.428496799499873,7.349519866818552,1,1
CCOC(=O)c1sc2c(c1C)c(=O)c(C(=O)OCC)cn2CC,8.198342384350655,7.627607580906691,1,5
COc1ccc(/C(O)=C2\C(=O)C(=O)N(c3cc(C)on3)C2c2ccc(OC)c(OC)c2)cc1OC,2.8049119997991925,8.750472521643177,0,1
COc1cccc(/C(O)=C2/C(=O)C(=O)N(c3cc(C)on3)C2c2cccs2)c1,3.9987532189401485,0.6674215841133535,0,0
CCN(CC)CCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccccn1,3.3626770330693576,7.506233826499122,0,5
COc1cccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2c2cc(C)on2)c1OC,2.076461261986793,0.11395658218522176,1,3
COCCCNC(=O)c1c(N)n(/N=C/c2ccccn2)c2nc3ccccc3nc12,0.864135482911732,6.967315158440907,0,3
CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)CN3CCCCC3)c12,6.772131079707549,7.7573498995030485,1,4
Cc1ccc(N2C(=O)c3n[nH]c(C)c3C2c2ccccn2)cc1,2.8952571043729547,0.0017485225357016798,0,5
CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(CCCOC)c1=NC(=O)c1cccnc1,2.450933487106549,7.4410430038193525,1,5
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2,8.735148148313394,1.3277376561053678,1,3
CCOc1ccc(/C(O)=C2/C(=O)C(=O)N(CCOCCO)C2c2cccnc2)cc1,0.07226842574706405,7.742207957266089,1,1
NC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1,3.2749848491027587,4.096441877336327,0,1
CC(C)[C@H](N)c1nnc(SCc2ccc(Cl)cc2)o1.Cl,9.446115125532089,1.220274371853236,1,3
CCSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1.Cl,1.0687278971868364,2.094130979919556,1,1
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1nonc1C,5.07162834781429,3.5333808892860397,1,5
COc1ccc(C(=O)OC(C)CN2CCN(C)CC2)cc1OC.Cl,7.268943075873579,9.880931683331237,1,0
C[n+]1cccc(CNC(=O)/C=N/O)c1.[I-],9.79782334559853,0.03540391303287316,1,2
COc1ccccc1-c1nnc2n1N=C(c1ccc(O)c(O)c1)CS2,9.565877762450004,6.0869874588953,0,0
COc1cccc(-c2nnc3sc(-c4ccc(C)cc4)nn23)c1,4.928033886643373,6.412662547506148,1,1
CCCn1nc(NC(=O)CC(C)C)c2cc3ccccc3nc21,5.388055784406875,0.7863934113818805,1,3
Cn1nnc(NC(=O)c2ccco2)n1,9.889894388398169,8.13880601042097,1,2
CCOC(=O)c1[nH]c2ccccc2c1NC(=O)c1nonc1C,2.0271336767628556,1.7482039630757318,1,0
Cc1[nH]nc(-c2ccc(O)cc2O)c1-c1ccc(Cl)cc1,5.903282578597765,5.715791982616821,0,0
COc1ccc(C)cc1NC(=O)CSc1nnc(-c2ccc(OC)c(OC)c2)n1N,7.574786900949873,8.229705988775276,0,2
Cn1c[n+](C)cc1/C=N/O.[I-],4.082654775747223,8.301244766481538,1,4
COc1cccc(-c2nnc3n2N=C(C(C)(C)C)CS3)c1,5.509929148889353,5.253014165112867,1,0
NC(=O)/C(=N\O)c1ccccc1,7.625356631968484,1.468797806527986,1,4
CCn1c(SCC(=O)N2CCOCC2)nc2oc3c(Cl)cc(Cl)cc3c(=O)c2c1=O,1.6461299268960172,6.33725009084101,0,4
CN(C)C(=O)COn1c(SCC(=O)N(C)C)nc2ccccc2c1=O,9.128747070811183,1.6945505843180508,0,1
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2,1.1324710870649701,0.9157350028766409,0,0
COc1ccc(CCn2c(=N)c(C(=O)NCc3ccco3)cc3c(=O)n4ccccc4nc32)cc1,1.545629875126282,2.888752371061657,0,1
Cc1nc(SCC(=O)Nc2ccc3c(c2)OCCO3)c2oc3ccccc3c2n1,5.023731437950477,0.7540242096669403,0,5
N#CNC1=NCN(CCc2ccccc2)CN1,1.5016435121957528,7.84487061440732,1,2
CCOCCCn1cnc2c(c1=O)c1nc3ccccc3nc1n2-c1ccccc1,2.758167307466498,4.407158618980162,1,0
CCCN1C(=O)C2(/C(=C(\O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2CCCOC)c2ccccc21,6.251624111163483,9.289629890451682,1,1
CCOCCCn1c(=N)c(C(=O)NCc2ccc3c(c2)OCO3)cc2c(=O)n3cccc(C)c3nc21,0.7544656943759331,3.7122020340752737,1,5
Cc1nc2c(C)cccn2c1/C(O)=C1\C(=O)C(=O)N(CCN(C)C)C1c1ccncc1,6.614919429655931,0.5771387714980147,1,0
Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2ccc(OC(C)C)cc2)o1,6.460643269193433,6.103745317724711,0,1
CCOC(=O)C1=C(O)C(=O)N(c2ccc(S(N)(=O)=O)cc2)C1c1ccc(OC)cc1,1.0884505753329965,3.5906824148698604,1,4
Cc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN2CCOCC2)o1,0.28488138437850363,6.648679699423916,1,4
COC(=O)c1[nH]c2cc(C)ccc2c1NC(=O)CN1CCCc2ccccc21,1.3917178809286446,3.1719313432934673,0,3
CC(C)(C)OC(=O)N1CCCC1C(=O)NCCc1ccccc1,6.207791227833877,8.219638625733904,0,3
Cc1ccc(S(=O)(=O)N[C@H](C(=O)N2CCC(C(=O)NCC(=O)O)CC2)C(C)C)cc1,5.5415024005881,9.22483340293309,0,0
N#Cc1nc(-c2ccc(OCc3ccccc3)cc2)oc1NCCN1CCOCC1,4.770473535030551,9.27946546020843,1,0
CCOC(=O)/C(C(N)=NCCCO)=C(\O)OCC,4.018388427975447,3.5009504847293016,0,0
O=C1COc2ccc(OCc3ccc(F)cc3)cc21,8.219225144944081,0.6840477014296742,1,4
CN1CCc2c(sc3c2c(=O)n(-c2ccccc2)c2nncn32)C1,6.366575173912535,9.0363942814845,0,3
CCN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2CCCSc2ncccn2)CC1,8.509540491742607,1.9279146835153416,0,2
Cl.c1ccc2c(c1)oc1c(NCCCn3ccnc3)ncnc12,0.758229349627636,5.923092014584198,1,0
CC1Cc2cc(/C(O)=C3/C(=O)C(=O)N(CCN4CCOCC4)C3c3cccc(Cl)c3)ccc2O1,5.703185518279252,3.8758934611396456,0,5
O=C(CN1CCN(Cc2ccccc2)CC1)c1ccc(Br)cc1,9.186694466107616,4.706091114950458,0,2
Br.CC1(C(=O)CSc2nc3ccccc3s2)CCC(=O)O1,1.6886360473085071,6.367895228969225,1,3
Br.CCCCCCN1Cc2ccccc2C1,9.910383333762788,7.426801076948243,0,3
Cn1cc(C(=O)c2ccc(Cl)cc2)cc1-c1nc2ccccc2n1C,1.5850501645553772,2.650743242791036,1,4
O=C1c2ccccc2C(=O)N1c1ccc2nc(-c3ccc(Br)o3)[nH]c2c1,4.137641941311396,0.9594841314608615,0,4
Cc1nnc(SCCCn2c(N3CCN(c4ccccc4)CC3)nc3c2c(=O)[nH]c(=O)n3C)s1,7.639986025178361,8.79835059632392,0,3
CCCN1C(=O)C(NC(C)=O)c2cc(OC)ccc21,4.942511336752167,2.377889152799769,0,5
CCOc1ccc(C2=[N+]([O-])C(C)(C)N(O)C2(C)C)cc1,3.9245456847864912,5.390219151274729,0,0
CN(C)C(=O)CCc1nc(-c2ccc(C(C)(C)C)cc2)no1,9.338151450485249,9.059491118941729,0,2
c1ccc2c(c1)ncn2Cc1nnc2sc(-c3ccc4c(c3)OCO4)nn12,4.502782294715227,0.6210380725395415,0,4
COCCCN1C(=O)C(=O)/C(=C(/O)c2ccc(OC)cc2C)C1c1cccnc1,3.3852335930133117,0.6736330792572909,0,1
COc1cccc(-c2noc(-c3cccnc3)n2)c1,9.324853284345721,4.550493010908184,1,3
Cc1[nH]n2c(=O)c(C#N)c(-c3ccccc3)nc2c1-c1ccccc1,0.34336040205333207,5.838885000430395,0,0
CN(Cc1cc2ccccc2[nH]c1=O)S(C)(=O)=O,0.8600879121987082,4.669998116361281,1,4
CCCCn1c(SCc2c(C)noc2C)nc2cc(S(N)(=O)=O)ccc21,6.866601216503364,4.21953350158927,1,5
Cn1ccnc1SCC(=O)Nc1sccc1C#N,2.189622919290737,5.9916127865987345,0,5
O=C1OCC(c2ccccc2)=C1c1ccc(S(=O)(=O)N2CCOCC2)s1,4.424856068797118,0.005032603787944456,0,4
Cc1ccc(-n2ccnc2SCC(=O)N(CC(C)C)C2CCS(=O)(=O)C2)c(C)c1,1.251353620141955,3.67681986629802,1,1
CC12CS(=O)(=O)CC1SC(=S)N2c1ccccn1,9.074429661635609,0.4218584686249416,1,0
Cc1cc(NC(=O)COC(=O)c2ccc(S(=O)(=O)N3CCCc4ccccc43)cc2)no1,3.651635447115049,2.4058548461336104,1,1
O=C(CNC(=O)c1ccco1)OC(C(=O)c1ccccc1)c1ccccc1,8.645574182565474,4.805087095918252,0,2
O=C(CSc1nc2nc(-c3cccs3)cc(C(F)(F)F)c2c(=O)[nH]1)NCc1ccco1,9.066677360683324,9.979628552790402,0,5
c1ccc(-n2ncc3c2ncn2cnnc32)cc1,4.456545626083486,3.447415104603663,1,1
CCCCc1n[nH]c2c1/C(=N/O)CC(c1ccccc1)C2,3.060337951953147,9.577169771527508,0,0
COc1ccccc1CNCc1cccs1.Cl,2.6876883087647805,9.967908751118784,1,2
CCn1c(SCC(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)nnc1-c1cccs1,7.194412940513402,9.436468120077205,0,3
Cn1c(=O)c(C(=O)CN2CCOCC2)c(N)n(Cc2ccccc2)c1=O,6.456844260452393,0.04863814685673318,0,2
C=Cn1ccnc1P(=S)(c1nccn1C=C)C1CCCCC1,9.41636464963241,7.651285266788487,1,2
Cc1cc(=O)[nH]c2ccccc12,5.290494489706218,1.1966907850738329,0,0
O=C(/C=N/O)Nc1ccccc1,7.199337483060473,1.4650097921634098,1,2
CCCC(=O)Nc1nc(C(=O)OCC)cs1,5.395812347043851,5.425281678818726,0,5
CN(c1ccccc1)c1ccc(/C=c2\s/c(=C(/C#N)C(=O)C(C)(C)C)n(Cc3ccco3)c2=O)cc1,0.9325255192014636,4.626724314996117,1,1
O=C(CSc1ccccc1C(=O)O)NCc1ccco1,1.7260107694533544,3.401015406132241,0,0
O=C(COc1ccc(OCc2ccccc2)cc1)NC1CCOC1=O,1.692533153946696,3.3201168473845257,0,1
CC1CN(C(=O)c2cc3c(s2)CCC3)CC(C)O1,2.049624329220181,7.088485971807389,0,5
O=C(c1coc2ccccc2c1=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,8.973458074734161,4.165681900813517,0,0
Cc1noc(C)c1COc1cccc(C(=O)OCC(=O)N2CC(=O)Nc3ccccc32)c1,3.9024443383232787,9.155530551009068,0,5
CCCc1nnc(SCC(=O)O)n1/N=C/c1ccc2c(c1)OCO2,4.536618929068763,5.358492150806806,1,4
CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)c2ccccc2NC(=O)c2ccco2)c1C,3.6061086084767178,3.3970563628821546,0,4
O=C(CC1SC(N2CCCCC2)=NC1=O)Nc1cccc(C(=O)O)c1,9.349041344489336,6.002184136932142,1,4
CCc1ccc(C2=Nn3c(nnc3-c3cccs3)SC2)cc1,3.432093455437565,3.322091327056862,0,0
COc1cc(OC)cc(C(=O)NCC(=O)OC2CCOC2=O)c1,4.928394222311846,5.711820273319227,1,2
COC(=O)c1nnn(Cc2ccccc2)c1N,5.191017042939464,0.17646531309564506,1,5
Cn1c(CCC(=O)Nc2ccc(N3CCOCC3)cc2)nc(=O)c2ccccc21,3.686589064421366,0.046956530130382035,1,1
CCCCn1ccnc1C(=O)c1ccc(S(=O)(=O)N(CCOC)CCOC)cc1,3.746348712112697,2.925728256768844,1,5
COc1ccccc1NC(=O)COC(=O)c1ccc(S(=O)(=O)NCc2ccco2)cc1,4.607124534102402,5.5079667624806135,1,2
O=C(CCc1nc2ccccc2c(=O)[nH]1)OCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,2.3643803791470464,9.839214742665236,0,4
O=C(COC(=O)c1cccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)c1)NCc1ccco1,5.209032423353963,6.789844751510796,0,2
CCc1ccc2nc(NC(=O)c3cc(C)on3)sc2c1,7.775015755026352,2.8198842279936756,0,2
